51.437149,51.490776,7.393022,7.491744,0.000225,0.000562
148.000000,1.000000,-103.000000,-7.000000,11.000000,4.000000,30.000000,3.000000,7.280000,12918811.000000,1845.000000
149.000000,1.000000,-108.300000,-9.550000,2.900000,7.900000,26.725000,2.800000,9.752500,12918811.000000,1845.000000
150.000000,1.000000,-112.903226,-12.870968,-1.935484,6.290323,25.354839,2.838710,12.960323,12918811.000000,1845.000000
151.000000,1.000000,-114.000000,-14.000000,-4.000000,6.000000,25.000000,2.000000,14.110000,12918811.000000,1845.000000
148.000000,2.000000,-102.300000,-7.900000,9.700000,10.300000,30.600000,2.600000,8.609000,12918811.000000,1845.000000
149.000000,2.000000,-102.500000,-8.055556,9.388889,9.388889,31.666667,2.833333,8.738333,12918811.000000,1845.000000
150.000000,2.000000,-114.500000,-14.000000,-4.500000,6.000000,25.000000,3.000000,13.370000,12918811.000000,1845.000000
151.000000,2.000000,-113.344828,-13.586207,-2.724138,5.862069,25.862069,2.862069,14.212759,12918811.000000,1845.000000
152.000000,2.000000,-111.857143,-13.285714,-1.285714,5.857143,27.142857,2.428571,14.918571,12918811.000000,1845.000000
149.000000,3.000000,-91.588235,-6.500000,18.264706,12.411765,40.617647,2.852941,11.309412,12918811.000000,1845.000000
152.000000,3.000000,-111.045455,-12.454545,-2.181818,6.045455,27.000000,2.909091,14.811364,12918811.000000,1845.000000
153.000000,3.000000,-110.500000,-12.500000,-1.214286,5.857143,27.357143,2.785714,15.073571,12918811.000000,1845.000000
149.000000,4.000000,-86.000000,-5.600000,25.200000,13.400000,44.000000,2.600000,13.498000,12918811.000000,1845.000000
150.000000,4.000000,-87.500000,-6.590909,23.136364,14.000000,42.909091,2.772727,14.984545,12918811.000000,1845.000000
153.000000,4.000000,-110.400000,-11.933333,-1.200000,6.066667,26.800000,2.866667,14.579333,12918811.000000,1845.000000
154.000000,4.000000,-109.941176,-11.588235,-0.235294,6.176471,26.764706,2.823529,15.323529,12918811.000000,1845.000000
150.000000,5.000000,-86.000000,-5.750000,25.500000,14.125000,44.375000,2.875000,16.653750,12918811.000000,1845.000000
151.000000,5.000000,-85.411765,-5.882353,26.647059,14.941176,45.529412,2.823529,17.734118,12918811.000000,1845.000000
154.000000,5.000000,-108.909091,-11.000000,-0.727273,6.454545,26.818182,2.818182,15.650000,12918811.000000,1845.000000
155.000000,5.000000,-107.863636,-10.636364,2.772727,6.545455,28.045455,2.727273,15.890909,12918811.000000,1845.000000
151.000000,6.000000,-84.375000,-6.125000,27.000000,14.625000,47.000000,2.750000,18.745000,12918811.000000,1845.000000
152.000000,6.000000,-84.400000,-5.400000,27.533333,14.800000,46.333333,2.733333,19.759333,12918811.000000,1845.000000
155.000000,6.000000,-105.400000,-10.800000,5.200000,7.800000,30.800000,3.000000,16.122000,12918811.000000,1845.000000
156.000000,6.000000,-103.807692,-8.076923,10.230769,7.923077,29.384615,2.730769,16.255769,12918811.000000,1845.000000
152.000000,7.000000,-86.111111,-5.444444,26.888889,15.000000,45.222222,3.111111,20.410000,12918811.000000,1845.000000
153.000000,7.000000,-87.416667,-5.750000,27.083333,14.916667,43.666667,2.666667,20.976667,12918811.000000,1845.000000
156.000000,7.000000,-102.333333,-8.000000,11.666667,8.666667,30.666667,3.000000,16.170000,12918811.000000,1845.000000
157.000000,7.000000,-101.653846,-7.730769,13.192308,9.846154,31.076923,2.807692,15.914231,12918811.000000,1845.000000
158.000000,7.000000,-100.500000,-7.000000,11.750000,9.500000,32.250000,3.000000,15.282500,12918811.000000,1845.000000
153.000000,8.000000,-89.600000,-6.800000,24.900000,14.000000,41.800000,3.000000,21.723000,12918811.000000,1845.000000
154.000000,8.000000,-91.636364,-5.818182,25.727273,13.545455,39.909091,2.636364,22.158182,12918811.000000,1845.000000
158.000000,8.000000,-97.454545,-6.954545,16.136364,12.045455,34.500000,2.772727,15.544545,12918811.000000,1845.000000
159.000000,8.000000,-95.200000,-5.900000,15.700000,12.100000,36.000000,3.100000,15.480000,12918811.000000,1845.000000
154.000000,9.000000,-91.700000,-5.200000,24.800000,12.900000,38.500000,3.100000,22.031000,12918811.000000,1845.000000
155.000000,9.000000,-93.000000,-6.363636,23.545455,13.181818,39.454545,2.727273,22.337273,12918811.000000,1845.000000
159.000000,9.000000,-90.705882,-6.176471,21.176471,12.823529,39.941176,2.705882,15.801176,12918811.000000,1845.000000
160.000000,9.000000,-85.800000,-5.800000,23.933333,13.200000,44.666667,2.933333,15.326000,12918811.000000,1845.000000
155.000000,10.000000,-94.727273,-6.181818,21.090909,12.727273,36.636364,2.909091,22.141818,12918811.000000,1845.000000
156.000000,10.000000,-93.875000,-6.875000,21.125000,12.625000,38.625000,2.750000,22.800000,12918811.000000,1845.000000
160.000000,10.000000,-83.357143,-6.071429,25.214286,13.357143,47.500000,2.642857,15.040000,12918811.000000,1845.000000
161.000000,10.000000,-79.277778,-6.555556,23.388889,13.888889,52.222222,2.888889,15.192778,12918811.000000,1845.000000
156.000000,11.000000,-93.636364,-6.090909,18.000000,12.636364,37.272727,2.909091,22.913636,12918811.000000,1845.000000
157.000000,11.000000,-93.555556,-5.555556,16.888889,12.444444,36.777778,2.888889,21.927778,12918811.000000,1845.000000
161.000000,11.000000,-77.083333,-5.666667,26.750000,14.666667,53.583333,2.666667,15.469167,12918811.000000,1845.000000
162.000000,11.000000,-76.333333,-6.000000,27.000000,13.888889,55.555556,2.888889,15.393333,12918811.000000,1845.000000
157.000000,12.000000,-92.833333,-6.000000,20.333333,12.333333,38.583333,2.833333,22.979167,12918811.000000,1845.000000
