12806664,51.500870,7.419410,20.000000,1865.100000,1770.100000
12806665,51.500870,7.419410,20.000000,1865.100000,1770.100000
12806666,51.500870,7.419410,20.000000,1865.100000,1770.100000
12973569,51.476236,7.443808,20.000000,860.000000,890.000000
12973570,51.476236,7.443808,20.000000,860.000000,890.000000
12973571,51.476236,7.443808,20.000000,2110.000000,1920.000000
12973581,51.476236,7.443808,20.000000,2630.000000,2510.000000
12973582,51.476236,7.443808,20.000000,2630.000000,2510.000000
13022465,51.478267,7.388932,20.000000,860.000000,890.000000
13022466,51.478267,7.388932,20.000000,860.000000,890.000000
13067272,51.500209,7.481857,20.000000,1865.100000,1770.100000
13067273,51.500209,7.481857,20.000000,1865.100000,1770.100000
13067274,51.500209,7.481857,20.000000,1865.100000,1770.100000
13067528,51.482881,7.393051,20.000000,1865.100000,1770.100000
13067529,51.482881,7.393051,20.000000,1865.100000,1770.100000
13067530,51.482881,7.393051,20.000000,1865.100000,1770.100000
13081345,51.466884,7.369598,20.000000,860.000000,890.000000
13081346,51.466884,7.369598,20.000000,860.000000,890.000000
13159681,51.497086,7.439614,20.000000,860.000000,890.000000
13159682,51.497086,7.439614,20.000000,860.000000,890.000000
13159683,51.497086,7.439614,20.000000,860.000000,890.000000
13159693,51.497086,7.439614,20.000000,2630.000000,2510.000000
13159694,51.497086,7.439614,20.000000,2630.000000,2510.000000
13159695,51.497086,7.439614,20.000000,2630.000000,2510.000000
13176321,51.502699,7.453103,20.000000,860.000000,890.000000
13176322,51.502699,7.453103,20.000000,860.000000,890.000000
13176323,51.502699,7.453103,20.000000,860.000000,890.000000
13177345,51.448631,7.398880,20.000000,860.000000,890.000000
13177347,51.448631,7.398880,20.000000,860.000000,890.000000
13177357,51.448631,7.398880,20.000000,2630.000000,2510.000000
13177359,51.448631,7.398880,20.000000,2630.000000,2510.000000
13177857,51.428418,7.414974,20.000000,860.000000,890.000000
13177858,51.428418,7.414974,20.000000,860.000000,890.000000
13246977,51.457646,7.456649,20.000000,860.000000,890.000000
13246978,51.457646,7.456649,20.000000,860.000000,890.000000
