0.000000,13.952534
0.404040,13.270190
0.808081,12.684904
1.212121,12.199392
1.616162,11.814207
2.020202,11.527905
2.424242,11.337338
2.828283,11.238025
3.232323,11.224520
3.636364,11.290756
4.040404,11.430310
4.444444,11.636595
4.848485,11.902979
5.252525,12.222851
5.656566,12.589639
6.060606,12.996826
6.464646,13.437944
6.868687,13.906597
7.272727,14.396481
7.676768,14.901441
8.080808,15.415539
8.484848,15.933142
8.888889,16.449027
9.292929,16.958484
9.696970,17.457422
10.101010,17.942464
10.505051,18.411016
10.909091,18.861321
11.313131,19.292479
11.717172,19.704432
12.121212,20.097925
12.525253,20.474436
12.929293,20.836077
13.333333,21.185478
13.737374,21.525661
14.141414,21.859895
14.545455,22.191559
14.949495,22.524001
15.353535,22.860411
15.757576,23.203695
16.161616,23.556379
16.565657,23.920521
16.969697,24.297648
17.373737,24.688715
17.777778,25.094086
18.181818,25.513544
18.585859,25.946314
18.989899,26.391122
19.393939,26.846261
19.797980,27.309682
20.202020,27.779091
20.606061,28.252061
21.010101,28.726139
21.414141,29.198958
21.818182,29.668338
22.222222,30.132377
22.626263,30.589522
23.030303,31.038629
23.434343,31.478995
23.838384,31.910372
24.242424,32.332956
24.646465,32.747358
25.050505,33.154552
25.454545,33.555802
25.858586,33.952585
26.262626,34.346487
26.666667,34.739108
27.070707,35.131951
27.474747,35.526320
27.878788,35.923230
28.282828,36.323324
28.686869,36.726814
29.090909,37.133450
29.494949,37.542516
29.898990,37.952862
30.303030,38.362962
30.707071,38.771017
31.111111,39.175076
31.515152,39.573180
31.919192,39.963517
32.323232,40.344570
32.727273,40.715248
33.131313,41.074967
33.535354,41.423691
33.939394,41.761883
34.343434,42.090399
34.747475,42.410298
35.151515,42.722618
35.555556,43.028129
35.959596,43.327116
36.363636,43.619226
36.767677,43.903397
37.171717,44.177891
37.575758,44.440392
37.979798,44.688175
38.383838,44.918296
38.787879,45.127780
39.191919,45.313805
39.595960,45.473837
40.000000,45.605753
